PC1,PC2,cluster
0.9179594701893212,-0.3570819352715873,0
1.1621773285741823,-0.10504966334820104,2
1.2541216836465519,1.9133713033228783,2
1.5117981766432436,2.2365143316204685,0
1.484662676962034,1.916950502898554,0
1.569493359815292,3.04724376689483,2
1.453933571388481,2.690835378473438,2
1.1011578603719172,1.084514886069255,2
1.503696246327316,1.9914567370855738,2
1.42142152922071,1.838031057279831,2
1.4295597215511266,2.6394320882480473,2
1.1336759993074303,0.5378111174759254,2
1.3339014104906466,1.6174553326957417,2
1.0804108396096206,-0.19409468719872788,0
1.5841592168075969,2.482321757177143,0
1.4264611213264438,2.4440119449916504,2
1.4267135234489965,0.6043422328389458,0
0.9139568317405526,-0.06976929339161855,2
1.2942883393034466,1.1576476498831634,2
1.0375174677344052,0.4811995121639189,2
1.438953057876701,1.8185703025170417,0
1.3185700971921737,1.9213409040570342,2
1.3736284761184312,2.109168500515263,2
1.4131362688783609,1.716175998700208,2
1.2663898733034757,1.5238040617122215,2
1.111009387553682,0.5660273761696082,2
1.5254341333827126,2.62225119226711,0
0.9666465664226699,0.001703008253111702,2
1.18607808390779,0.7419352522504383,0
1.3239655544235156,0.5123077050751,0
1.7435175568233727,2.8559895288862855,0
1.3485896876662122,1.1511771411433573,0
1.2690478844650757,1.6582747465978875,2
1.4353854786490468,1.9992772185514922,2
1.357910472385708,1.996702604376805,2
1.5110543495560198,1.7938588506506536,2
1.4848947577038594,1.685997198621358,2
1.4592650234427833,1.5236187565535948,0
1.4342918414683439,0.4764806245013571,0
1.4452652501978513,1.0076558017496595,2
1.2951787782123194,1.7858129577731467,2
1.5288488694374045,2.3323586953107944,0
1.3158403465698827,0.7729709038575507,0
1.527591573995516,2.40756702759044,0
1.370516890166435,1.8537128780989411,2
1.3341133098199387,1.1400982995584859,0
1.33846664138006,0.558971974327487,0
1.4384799298737552,2.078118338718192,0
1.4827357493179294,1.4706701497223886,2
1.7026000270878385,2.8918562897706805,0
1.1582780154327579,0.7657000430205028,2
1.5734075352149564,2.4053468372678872,0
1.3532645149681177,1.9405623831288286,2
1.3832161715389948,1.8618407863375082,2
1.326685479781404,0.962845542178465,2
1.4545262989870809,1.5666705654609003,0
1.7298548640714022,1.8383873348617896,2
1.1684040489962035,0.6147825064117108,2
1.5247362233877,2.3625795948574226,2
1.141990927205498,0.5959715516504037,2
1.4128324709767848,1.4036780921730787,2
1.4242972277631527,0.8807997269140955,0
1.1718287647494743,0.03428869200887246,0
1.0624048022530959,-0.058931326024562886,2
1.1409743353664994,0.5462220538480278,2
1.4802943106783664,1.8057672499763353,2
1.4593567678575172,1.8393506985161316,2
1.8774754320720943,2.1712563153793063,0
1.389197087608426,1.199778498892415,2
1.2874069504760313,1.4219304157746178,2
1.6732666886227232,2.8959705242005365,2
1.5414848583811582,2.0423470176460587,2
1.4683324725194762,1.7705072035751954,2
1.5085403125954737,0.33088038289003324,2
1.6345052996404803,2.367759476072255,2
1.4651703715577544,1.7322244504501425,0
1.2488414457118036,0.408025397376967,2
1.931381801207425,1.197247840393545,2
1.3731223832995072,1.2129938788778971,2
1.4512157841003779,0.9152369094205282,2
1.2669907052800975,0.3265411583393123,0
1.4614632382923973,1.4573512257869672,0
1.5967167231311292,2.249562933519857,2
1.4244263808318351,0.8852632891697154,2
1.5945709475108516,2.370801453166,2
1.5568128334910263,1.3455705456943394,2
1.5804918494543616,1.3033491805514712,0
1.5046975296946168,1.3954915202018423,2
1.523464614493002,1.6750012932471325,2
1.2797406560680245,0.6527692002890002,2
1.538873531109294,1.1314424632438655,2
1.6033331643852127,2.2767914752391913,0
1.5593521355375297,1.9145924444976494,2
1.5008765502118453,2.0119175471141593,2
1.4356483921572314,1.7423569256837999,2
1.9040967037005718,2.187922176788239,0
1.3394351197722036,-0.00344652451276817,2
1.2206356130573024,0.2799358533152478,0
1.3129241784151224,0.3960788505238116,2
1.2971337168229742,0.6675535912023296,2
1.2961726779221197,0.7178149454170238,2
1.3969350056979126,1.4290453434964114,2
1.2883685182906024,0.6357124576955437,0
1.2524386414176873,0.5440203557934925,2
1.3252899427141043,0.5703063973093876,0
1.6211817596215092,0.6904712388726111,2
1.6149282315554327,2.3331124338096525,2
1.46829746218126,1.9179404229891464,2
1.5589523409510548,1.9997950542327319,2
1.4581183526250059,1.2482388984986066,2
1.670995366120553,2.48378916484832,0
1.4381330678406383,1.120606745194458,2
1.1370220718204218,0.05237775784740661,2
1.5680635847124518,1.804070680798473,2
1.760090987001682,2.7757668555341084,2
1.4063587779468192,1.3305025184155077,2
1.493352879146911,1.275922311273214,0
1.5870756671958057,1.709628221561936,0
1.5614267111195868,1.8898512181292275,2
1.1501192999947438,0.355176195914458,2
1.490781588837808,0.9183182652126467,2
1.602746244302024,1.888685479305625,0
1.563357511205694,1.9157901053100648,2
1.228365848861378,0.5728456191906027,2
1.6564792851591172,2.33402857435355,2
1.5721282716145173,1.6398596837840218,2
1.5417523934323654,1.2362273128192542,2
1.3346816957271503,1.0519217546681672,0
1.8494350762718639,0.9441889336678058,2
2.1701112122337016,0.9495957184631898,2
1.5005895434909842,1.1108377356861434,0
1.4627905759705173,0.8181659904645052,2
1.775631733886571,2.2531664247417544,0
1.3252856000105997,0.3625675824432651,2
1.8507008083892555,2.782757329335052,0
1.2797998381340925,0.5825073748154662,2
1.2112558778817233,0.441659747371119,2
1.4415473374248766,0.548347936883228,2
2.108531883366748,1.4190550439592895,2
1.7206975341151747,0.2555163420712094,2
1.6014613703877398,1.3736270136712794,2
1.6594680735630736,2.1837803132704705,0
1.0207515420664366,0.9506911426688063,2
1.0245385213774245,1.1001540119257613,2
1.4671816951658196,2.8661682094798686,2
1.2207246031984054,1.6869488263434596,0
1.05869308958483,0.9195981616366646,2
1.073904845121038,1.1827641414119308,2
0.9357970979959169,0.6310314705137217,0
1.0617344095159584,0.9460494034824061,2
1.073588447233118,1.3238259230879272,2
1.3480740544603678,1.7938098206494162,2
1.644292004020941,0.9643795347454727,2
1.3992233329937025,2.2078310699075168,2
1.6371735737761683,1.0362454639062006,2
1.7665963821238433,1.858693441112386,2
1.0697549081443745,0.4321679530503713,0
1.2761606838461252,1.2962967920381172,0
1.88964623926022,2.2180022981762693,2
1.441071919504951,0.7190765416855355,0
1.053326822061522,0.9830436356925469,2
1.104261315512646,0.7306095432804595,0
0.964252404207276,0.6352169221052598,2
1.2290208984673558,1.8852509992402002,2
1.5655521421288323,1.700494626563784,2
1.5970836176912286,2.822344859862407,0
1.5168875440633938,1.7918888157727502,0
0.9593846963575327,-0.241524413598437,0
1.2626610112686811,1.9794371853374129,2
1.9337303374426602,1.9218774983816573,2
0.9787801871081172,0.7058600356693583,2
1.2839669361486414,2.120928470056824,2
1.0357269688125403,1.2719222707998727,2
0.9639409091164166,0.4876989152091047,2
1.450455833077245,0.9093912040157399,2
0.9735797986421654,0.6959696407549826,2
1.4491341593983185,1.1091404227981427,0
1.3002927327364224,2.301987089360999,2
1.3196563019813283,2.3213050438620133,2
1.0950073377277492,0.8250117321832177,2
1.467801590222158,2.486803237216385,2
1.2248322893688002,0.8890415677853518,0
1.1488602898231808,0.45738989017433274,0
0.935840810037412,-0.3329884386525751,0
1.126898565326038,1.5613418911319183,2
1.1357696562837618,1.4413073711850373,2
0.9995440259564665,0.43151166442048045,2
1.199048043521565,0.6612745177475254,2
1.4178551164780264,1.8314269854896665,2
1.2012882241693832,0.9047066818888592,2
1.9354255418678117,2.123549722667423,0
1.206369999417381,0.6657021557346714,0
1.7592870940645682,0.8401397871642036,2
1.285315326988171,0.9740224918721399,2
1.5005338564523936,1.7947805600518973,2
1.3363256462616762,1.70401497376582,2
1.158061128662147,0.3086559373123511,2
1.4389816033353937,2.278951573828206,0
1.1158081017124566,0.3444435728992769,2
1.5694365942820214,1.1881062471834696,2
1.0654956466691883,0.5073658954964351,2
1.3208096184091418,1.5127966351448303,2
1.1373923297561144,0.13523359043168587,2
1.4339314895661917,1.7651149024181856,0
0.9431789685860185,-0.3583258283005578,0
1.1760104708891377,1.6086964245894342,2
0.9834647257320864,-0.20669170691659894,2
1.7888201736177527,1.7643802639180153,2
1.1484222999682872,0.27948703131058567,2
0.9621279923724599,-0.3436886780760312,0
1.1714610118143853,0.39568201667724784,2
1.4653021213140305,1.279874959919718,2
1.4598308877139063,1.8523936433110524,2
1.5400627563731344,0.6662840674260551,0
1.3142539755291642,1.008609162196672,2
0.9897729619854228,-0.8022488902291633,0
1.1571405541542106,0.06124237405677104,2
1.4039381133189135,0.9771255912825394,2
1.4239550044934441,0.9113719902427788,0
1.5883633857788375,0.3796158119085779,0
1.49908514321511,1.7900867684650346,2
0.9916364024096126,-0.43851241633488186,2
1.0332796862310054,-0.3906464765973142,0
1.2616588619779636,0.9805588146326021,2
1.0966541309120776,0.13412184872699295,2
1.1970354591793595,0.21534820518251643,0
1.1340392629088005,-0.2385154759485566,2
1.1035178285184681,0.008455661595649254,0
1.3077282126764143,0.9726015427580306,2
1.2890914825321536,1.110251202732879,2
1.2263299963074377,-0.3759320810727539,2
1.2198845648531775,-0.43947470564564495,0
1.2756804766703758,1.4161844190711583,2
1.3613923722046868,0.09133083540337773,0
1.3727863385618135,1.80474994464543,0
1.7019667266722802,0.8717280539755066,0
1.712035565684298,1.5634236358035638,2
1.4712365951163173,2.2760077150390106,2
1.7807002359597985,1.4379808796842009,2
1.5551926306601236,1.660785790738235,2
0.9456050712471987,-0.6777495120542202,2
1.2309691797572409,0.08508556896808804,0
1.5293530368217154,2.0635004124424836,0
0.9646911534790966,-1.0899802721376513,0
1.3090874548338123,1.012009659069249,0
1.5546588884064396,1.3742792193099687,2
1.2834031157407382,0.8872333785977444,2
1.3724449743560345,-0.16219876140931722,2
1.4353486360962078,0.004814016997420066,0
1.2267173154691293,0.44460271171115584,2
1.2015469726528485,-0.1513250396694953,2
1.0969954338489727,-1.0353091659213294,0
1.3085566633674324,0.44077114340053214,2
1.5092074526889492,2.0787902542394168,2
1.3990993901858342,0.03262144104665198,0
1.0527301701546556,-0.677117113677078,0
1.3930708278328185,0.6254080065706675,2
1.4551165731977267,1.675739122193878,0
0.9826007194128124,-0.7813196855509947,0
1.2627671563889993,0.7228211509079112,0
1.293404187229956,0.6622967511689055,2
1.4351788650738986,1.263261529608921,2
1.3775595053513348,0.9500830337680068,0
1.465448853811472,1.5286868321985365,2
1.7332873495902708,1.7379750516098813,0
1.5682879817269644,1.0014976227713068,0
1.572260329492138,1.3584398638046749,0
1.3753535452442978,-0.05486639576418112,0
1.4649158801090436,1.0988027380558572,2
1.2398740487812119,0.9512597084732222,2
1.8632476328591503,0.49972276859275455,2
1.4072231801231068,0.98010216931473,2
1.2929342120142777,0.3129515257677713,2
1.518653183840146,1.2119252207252116,2
1.363753266934133,1.57413349874034,2
1.5240628370508431,1.0029188997783223,2
1.399260251970771,0.2629957996945635,0
1.4332364703860263,0.6459269957502484,0
1.488109206445484,0.9948158777565925,2
1.2137154857317027,-0.11065251256766803,0
1.2356809104565605,-0.22486466536537458,0
1.350420258000228,0.6181084742463063,2
1.3343196978887668,0.3108743831748304,0
1.305213913782075,1.1493279217369725,0
1.358700807629337,-0.11771473739492982,2
1.486670072089198,1.5676920697621706,0
1.557592011712922,2.172127844922639,2
1.5077771930898858,0.5321117057420668,0
1.2883200958532528,1.2644554726964594,2
1.2867412363809163,-0.07189072179357384,2
1.7054504289187231,0.9551723966952799,2
1.7246786808831702,2.0725702342289134,0
1.187202618449581,-0.7015315516167879,0
1.2257175618730625,-0.9486473603086664,0
1.7595999277485612,0.5621485176795248,2
1.476813805001404,1.661620014087605,2
1.311085590097657,0.8483636179667573,2
1.4141689667371522,1.5511778659508286,2
1.3880386114227887,0.9500394571988771,2
1.4606610997048748,0.6178033184311186,2
1.6833655380519421,0.773115626950051,0
1.867408671571701,1.441535819750928,2
1.7444432049169885,1.6180490470109619,2
1.390957307021602,1.1578772074593173,2
0.8767786259268606,-0.9873647382298448,0
0.923874075516359,-0.6069581022922473,2
1.1690198077244038,0.09561411342830368,2
1.2041065927969827,0.5941216677776594,2
1.1420610054716684,0.37648236151895925,2
0.4909617632949167,0.1882615023813825,0
0.6824672522898725,0.8007650308986939,0
0.45915665038317977,-0.9924087438331471,3
0.3655398179529794,-0.5987148460681262,0
0.827867182656614,1.5872377272767018,0
0.30694721923282414,-1.3369338287728778,0
0.7302236434620535,0.00670040023731666,0
0.441408432959462,-1.073622138852743,3
0.45525069810546537,-0.8525507714985553,3
0.5510263181109464,-1.249583302916458,3
0.19003107394245883,-1.802729832284975,0
0.3979708259517185,-1.118101832372599,3
0.7802282822719256,0.8805059252696297,0
1.0488076633779901,1.2007982863107691,0
0.8987157299464765,1.3532315857350958,0
0.60838842300981,-0.008342578383718465,0
0.40954388258810803,-0.7498638968229592,0
0.515132103180946,-1.099593370553606,3
0.6889703118871102,1.070908318232638,0
0.9023625553395959,-0.27860892753919964,3
0.2936336070080739,-1.3225405557028596,3
0.42481530462936873,-1.1288856977684152,0
0.713067898348347,0.09340789417053276,3
0.522102114757428,-0.24853023451895628,0
0.6826656123393868,0.041521600334689567,0
0.6384278993014656,-0.0837882230273536,0
0.7739963619812414,-0.4939082954560896,0
1.0768175832128988,0.11765862204304935,0
0.40770854316142263,-1.10059939714089,3
0.669176529946417,-0.023848812436723935,0
0.5810380942715333,-0.17170187427146422,0
0.7113120227950388,-0.7947580636930188,0
0.5687397225994767,-0.2927329669480076,0
0.2635241756820388,-1.7526021647763903,3
0.6614842594987124,1.1732318443503726,0
0.6634705290456817,1.2657683539094342,0
0.5615701923558174,-0.1139953706788612,0
0.4755208133849981,-0.06255597326455632,0
0.6841416592741218,0.3755273871946245,0
1.247321668534325,0.5523823659949203,3
0.6056306727044088,0.43471557933927935,0
1.2342917857399698,0.6705852717635516,0
0.7184197273660899,-0.8178064079368723,3
0.5739448222299857,0.3012568050693918,0
0.9958972586170841,1.568974679150215,0
0.5761097491824101,-1.1388432599579934,3
1.0882229723188948,0.7412579144672966,0
0.6018102752408058,-0.7649955896804176,0
0.73134997871719,0.6569724285707164,0
0.5253804802723551,-0.32705498540893413,0
0.5975191169134095,0.0749722602853465,0
0.47736511204814175,0.07263747245779449,0
0.7473861290995204,1.2576667126139667,0
0.6155671104162207,-0.16436414939093416,0
0.8640545229047992,-0.47067544208193535,0
0.41298727451848494,0.1354297150574033,0
0.796729476171217,-0.5740121644109746,0
0.6265902490228781,0.02793608266984998,3
0.6817430420960865,0.430669140984623,0
0.38778611457190365,-0.19261292280393028,3
0.7266803212202364,-0.4361954043521162,0
0.6259293227064843,-0.43342590298458605,0
0.7644018376401444,1.1103081604108551,0
0.3889759097243743,-1.645377753236158,0
0.5591383544105649,0.33290529158987153,0
0.6740413425547287,-0.30726891840975296,0
0.6230526495215811,0.6308648977508373,0
0.6822931830046884,-0.13131182342902792,0
0.5247571322422501,-0.022879913749966594,0
0.36384757170989285,-0.7013377082614588,0
0.8326200576549303,0.8930081084953334,0
0.6497101216495867,0.7748617084493025,0
0.5109530496707495,-0.24850310571799356,0
0.712383221421841,0.7298893708927484,0
0.8310080778940542,-0.052009128893454395,0
0.6029199151079958,-0.31525510323293443,0
0.5415328097604849,-0.03164546158010315,0
0.7794505713726579,-0.5885575272648508,0
0.6947230063378371,0.2245486409570148,0
0.8726836693708407,1.1844972308566013,0
0.9822840261759705,0.02055686383429128,0
0.5629333414061266,-0.3927533535299346,3
0.7095712614887533,-0.8602892957885185,0
0.7317880158865019,-0.46106670652974596,0
0.6048835196563308,-1.0219026569268341,0
0.6138084659007089,-0.1906935564336566,0
0.7707244715896129,0.7848804156783977,0
0.7614669124449572,0.5896745397534258,0
0.8190041013207393,0.08844746895143708,0
0.5903345119932011,-0.5417011794190576,0
0.8779419014863911,0.1996273905218471,0
0.7090365677672958,-0.8804987845090775,3
0.6593738162010482,-0.3607314777231999,0
1.0096626180565054,0.5254556072326491,0
0.47224620846800536,-2.153192129433469,0
0.6180088663546391,-1.1198269950534,3
0.555804399122137,-0.8094290186651903,0
0.49269042434207677,0.13410110489728105,0
0.6705525450396123,-0.444077348535641,0
0.3436719949471364,-0.7254972215280406,3
0.35579166082035674,-1.7277228686823947,3
0.48195977925131717,-0.24268793558330057,0
0.7210514824906545,1.1167780958600035,0
0.7203989130756203,-0.9415966174420421,3
0.6635941153293764,0.1867810436340832,0
0.5845941851111307,-0.5441444718143786,0
0.8111529449464098,1.2802031517115644,0
0.6068389163169127,0.43005317774459845,0
1.2499845526405007,-0.014222451796888582,0
0.6481174775473095,0.46499789983527096,0
0.8455253397784048,-0.8998821891033659,3
0.8749942022110752,1.145416786563259,0
0.7518023977983644,0.3755861121290927,0
0.5859491007630888,-0.28522300939510614,0
0.871077489906028,-0.7486952191344791,0
0.7859982696957053,0.8135434654287267,0
0.5674184243175106,0.13030522461744587,0
0.566896027986394,-0.2911568891518945,3
1.1672544628776764,1.4088729015264345,0
0.5937766254509058,-1.018958052588419,3
0.520286461967845,-0.17162287051405106,0
0.44529733283861056,-0.6260349952360948,0
0.7878963923270806,0.33536333567226984,0
0.8063171225313717,1.185268438710974,0
1.332610985923153,0.9958725400917283,0
0.37011665485017353,-2.229927251342284,3
0.7413033646954651,0.8895708463058536,0
0.9541716326284813,1.5042875671117397,0
0.7793943903389615,0.017614292390522198,3
0.767776700851807,-0.2578771626821578,0
0.831083371899477,-0.2523370299573356,0
0.8119560474452782,0.7630718066993616,0
0.9169538598426474,1.2582964001091694,0
0.7087022211295085,0.275544918399768,0
0.6545829068153647,-0.6266729788016024,3
0.6632759539662557,0.5197519596197826,0
0.6610914271023113,0.5102812446335446,3
0.6807019544721397,0.47145665446608576,0
0.9690385905210561,1.4614437646340366,0
0.4767994904039475,-0.7336005817642514,3
0.8153849606016864,1.0022931906196784,0
0.7412265307307574,0.14409719258259812,3
0.7405987636203718,0.47755656629548415,0
0.8744547690605405,-0.597240403670822,3
1.0878595327671898,0.5562001581943313,0
1.0721398730584624,1.3657607342830163,0
0.47439143723487237,-0.47421862406147414,0
0.584632046341518,-0.3258777022061679,0
0.6510876439483755,-1.15082644755091,0
0.8109196173733927,-0.20036936062377939,0
0.6494335332791125,-0.30840122960959193,0
0.9717515083809818,0.14223140227124614,0
0.5281220640195439,-0.2058781071043858,3
0.8436961453449343,-0.18993928170634405,0
0.46820415794504006,-1.9490372618467195,3
1.1290814766894124,-1.1258528971593726,3
1.3016661714264328,0.6252241364276292,0
1.39621889949196,0.8159464412848955,0
0.6938005457103558,0.47696555102001903,0
0.6464817922461429,-0.698802412618164,0
0.6944192375385309,-1.3153720186780034,0
1.0424402611785775,-1.35336726316422,0
0.6105987769676143,-1.5196178804592477,0
0.6108317379875733,-1.704581550494075,0
0.9534457382182195,0.4890977778746164,0
0.4703697521243056,-0.7242877815793608,0
0.7794443901779738,-0.30075553488197593,3
0.6769551467393518,-0.31687817400972906,0
0.5371503935468847,-0.8735090058823238,0
0.4942672102998761,-2.1433466608163476,0
0.6380752320016201,-0.32552161013315345,0
0.8558464944481761,0.3221188708111411,0
1.0941976121272807,0.15181281292513432,0
0.7072532301058249,-0.8585250881448506,0
0.8346664339384794,-0.6338444538635839,0
1.5149404454771496,0.8427361340383484,0
0.6335362301143634,0.009038728846863712,0
0.6876396398104705,0.1427049800867337,0
0.5768596095883479,0.0046242293226632075,0
0.5015381644628534,-1.744513669177366,3
0.8528313605162153,-0.17831141078564477,3
0.7891226477843989,0.2246431167889151,0
1.092834442117654,0.2616263640506862,0
0.6183320261640322,-0.7356374864871121,0
0.7173131675704373,0.042706785528796386,0
0.615122213736122,-0.4552947082264635,3
0.7398288023360166,0.6971884938962052,0
0.6262104979865267,-0.6215184542694844,3
1.1476822016258619,1.0048834562379103,0
0.8641116949476355,0.04777581831807775,0
0.6972107052542077,-1.1958271643067604,0
0.920570503145911,0.30751542010932376,3
0.5952210504169392,-1.0171151771286104,3
0.7693947019119554,-0.19701000750435055,3
0.9026794011246784,1.097585055144141,0
0.6004267648817029,-0.9136864762167662,0
1.9954632831010546,0.3362124345677703,0
0.8185768658725587,0.09172874858482556,0
0.5870483357655887,0.12318346416910121,3
1.3301139225114524,0.5065567743629616,0
0.7910549076402772,0.018289812744815195,0
0.5005492542116379,-0.828342350435523,0
1.203964029993976,0.9360403460136848,0
0.8822866483441985,0.9171367973013218,0
0.575636840595747,-0.669822249007534,0
0.7427886903806565,-0.7911944026298895,3
0.9870782239617102,-0.4559367691595206,3
0.6833133034068415,-1.5838290186154067,0
1.1138037766235116,-0.2743021548289657,0
0.49062905838268533,-1.4237709670572516,0
0.6018290858943321,-0.8856094599272356,0
0.806543860875718,0.6593135156768778,0
1.0411282468625012,1.0390773283956563,0
0.6194267175523607,-1.3329571715127508,0
0.795666201001175,-0.591064430557828,0
0.7096134018509678,-0.4131724513705911,0
1.3423171144548476,0.13103554537592316,0
1.300335779263368,-0.36417631467488165,3
0.9742789277358068,-1.5944253773334072,0
0.8475082938283788,0.12329025335741907,0
0.9755171857362881,-0.4504711714483299,0
1.0294103887712949,0.40351516598386067,0
0.8569348073150626,0.2641359034674375,0
1.1290901944543024,1.5921529056275645,0
1.862738748436715,0.3464970910235821,0
1.015105825584724,-0.0111504433816646,2
0.8085954446280396,-0.564296214537821,0
0.9309371349326352,-0.8865961360964536,0
0.6113587275172528,-1.929591155274747,3
1.0081386370688057,0.09617712478497238,3
1.0963523998335893,-0.0652836128191883,0
0.726680648035567,-0.3223050270028081,0
0.986651447081068,-0.12227603169560483,0
0.9204395540212224,-0.06480273373409445,0
0.5604455582507529,-2.012705116063388,0
1.1246191136175079,0.06515516256897193,2
0.76436396549278,-0.21562283576985378,3
1.0844084042028894,-1.5861108346648294,0
1.0350242129942382,0.7585735290340547,0
0.8097894680186664,-0.6514413239334288,0
0.8742261509883721,-0.7607209225580434,3
0.8052112851421553,-0.7098187469008335,0
0.7687055833280382,-0.86191017343012,0
0.49818741912366077,-2.130462672487462,3
1.0258278429078251,0.5395671017731652,3
0.5985671305696121,-2.286645425543843,0
0.9437879629682525,0.5870762095650841,0
0.6648779837522253,-1.355901011842573,0
1.7185552130708963,0.9564853503619817,2
1.0092890139677868,0.0361716973523172,0
1.3539632753912907,0.029141918969602883,0
2.110326449350082,-0.3845391888109599,0
0.8132584524479882,-0.436937163399087,3
0.7419156985501528,-1.1661779024259282,0
1.2029729889742329,0.16680892518730234,3
1.3524923350805014,-0.4269640648838175,0
1.2806316612174031,0.29118366660264394,0
0.7058322200807698,-1.1270473529287914,3
1.1526909362890685,-0.39319929456634695,3
1.0117303790427747,-0.4132898045973673,3
1.3091276901182747,-1.2325013526458892,0
0.7557388105410642,-1.3818619138925505,3
1.0139337048571926,0.4289262360682447,3
1.1707239057394432,-0.5451407830059427,0
1.0920165405843536,0.35133159270309194,0
0.7603599759068564,-1.234088887336811,3
0.9685192299318468,-0.5429270531175349,3
0.99504735170603,-0.38349210550535284,3
0.6230039910219769,-0.6149088480757234,0
0.666394272264622,-0.9461115089786643,0
1.0457901119169146,0.2854816833030917,3
1.1063104812157816,-0.5003000714707555,0
0.858471929212695,-1.314050561401075,0
0.7203097408672369,-1.5431004587976451,3
0.5732957036278347,-2.0304685627696606,3
1.2245040761625015,1.1322086112230478,0
1.7042400692999187,-0.3949305937523808,0
1.1099104033142944,0.15505823179271777,0
0.7298131298594505,-1.431926179333261,3
1.3117238249355392,-0.6442209264968977,3
1.205364224512221,0.23805934506531798,3
1.2770145597638178,-0.5826231361662324,0
1.036989478557281,0.07109931673897975,0
0.8271341866187342,-0.5491026381617427,0
1.0818740002913796,-0.3909831434975807,0
0.9336109579567458,-0.8732293384486579,0
1.0029277829562433,-0.46324773159617194,0
1.0530386589246696,-0.9053612319956568,0
1.2187422168802067,-0.6259798138702707,0
0.33552797008286417,-1.6731685634292544,0
0.4442114834086752,-0.9613688318911991,0
0.45367535252172025,-1.1655106811839335,0
0.45700934552858063,-1.006998149336742,0
0.363018466803587,-2.070565718589249,0
0.6551886365780878,-0.5025995236640647,3
0.47377564747066864,-1.040076624723683,3
0.31132077112274853,-2.1208656708470977,3
0.23224418696603824,-2.065803390349845,3
0.48724480967315126,-0.6053507566153226,0
0.7244439249242777,0.8968801316518953,0
0.6038802960094358,-0.27715472338841285,0
0.16454692630077278,-2.8984554877222206,3
0.5137818216223594,-0.9964212908737629,0
0.6153627025062007,0.2777897605537604,3
0.2636640317401429,-1.9657864384530865,0
0.4597161095179673,-1.3252533572538365,0
0.66797998303664,-0.1382852220944101,0
0.3292249218407817,-2.1504074582334862,3
0.44515309760318383,-1.323389085902633,3
0.34933774578003063,-2.1385102589842475,0
0.4731802625075549,-1.4607730354523665,3
0.2849980531728674,-2.145158171024834,3
0.6081754020143547,-0.1584636841488118,3
0.4501535707732223,-1.595925638449746,0
0.6437128829165688,-1.1843984618962595,0
0.5746459407929113,-1.0492707792124698,3
0.5005305278736961,-0.6444065715587842,3
0.413749793706232,-1.6772535218456162,0
0.5328517227855505,-0.6243930498638837,3
0.23267211143702884,-2.0062156358928243,3
0.40786371953449807,-1.5765695099868067,0
0.48319171444977804,-1.228812985592792,3
1.084519824534146,-0.8683429363223544,0
0.4822218320939671,-1.125549218387262,3
0.405031780734262,-1.6487700347436043,3
0.2574261936625299,-1.687536409151852,3
0.44288844973157837,-2.0931642189093846,3
0.5354143639615544,-1.23897426239603,3
0.5225396725771803,-1.7846250583899912,0
0.39010291528920016,-1.7070144843624908,3
0.4591030961451398,-1.9737941054843422,0
